timestamp,hourly_usage,hourly_pct_left,hourly_reset_in,hourly_reset_at,weekly_pct_left,weekly_reset_in,weekly_reset_at,total_tokens_k,tokens_delta_k,plan
2026-06-29T15:15:01Z,,96,4h 49m,,69,6d 8h 49m,,557853,938,plus ($0.00)
2026-06-29T15:30:01Z,,96,4h 34m,,69,6d 8h 34m,,557853,0,plus ($0.00)
2026-06-29T15:45:01Z,,94,4h 19m,,69,6d 8h 19m,,558783,930,plus ($0.00)
2026-06-29T16:00:01Z,,94,4h 4m,,69,6d 8h 4m,,558783,0,plus ($0.00)
2026-06-29T16:15:01Z,,91,3h 49m,,68,6d 7h 49m,,531279,-27504,plus ($0.00)
2026-06-29T16:30:01Z,,80,3h 34m,,67,6d 7h 34m,,560835,29556,plus ($0.00)
2026-06-29T16:45:01Z,,78,3h 19m,,66,6d 7h 19m,,561759,924,plus ($0.00)
2026-06-29T17:00:01Z,,78,3h 4m,,66,6d 7h 4m,,561759,0,plus ($0.00)
2026-06-29T17:15:01Z,,75,2h 49m,,66,6d 6h 49m,,562696,937,plus ($0.00)
2026-06-29T17:30:01Z,,73,2h 34m,,66,6d 6h 34m,,562696,0,plus ($0.00)
2026-06-29T17:45:01Z,,64,2h 19m,,64,6d 6h 19m,,563618,922,plus ($0.00)
2026-06-29T18:00:01Z,,54,2h 4m,,63,6d 6h 4m,,563618,0,plus ($0.00)
2026-06-29T18:15:01Z,,43,1h 49m,,61,6d 5h 49m,,564554,936,plus ($0.00)
2026-06-29T18:30:01Z,,39,1h 34m,,60,6d 5h 34m,,564554,0,plus ($0.00)
2026-06-29T18:45:01Z,,36,1h 19m,,60,6d 5h 19m,,565562,1008,plus ($0.00)
2026-06-29T19:00:02Z,,36,1h 4m,,60,6d 5h 3m,,565562,0,plus ($0.00)
2026-06-29T19:15:01Z,,33,49m,,59,6d 4h 49m,,566489,927,plus ($0.00)
2026-06-29T19:30:01Z,,33,34m,,59,6d 4h 34m,,566489,0,plus ($0.00)
2026-06-29T19:45:01Z,,30,19m,,59,6d 4h 19m,,567408,919,plus ($0.00)
2026-06-29T20:00:01Z,,30,4m,,59,6d 4h 4m,,567408,0,plus ($0.00)
2026-06-29T20:15:01Z,,96,4h 49m,,58,6d 3h 49m,,568336,928,plus ($0.00)
2026-06-29T20:30:01Z,,96,4h 34m,,58,6d 3h 34m,,568336,0,plus ($0.00)
2026-06-29T20:45:02Z,,93,4h 19m,,58,6d 3h 19m,,569265,929,plus ($0.00)
2026-06-29T21:00:01Z,,93,4h 4m,,58,6d 3h 4m,,569265,0,plus ($0.00)
2026-06-29T21:15:01Z,,90,3h 49m,,57,6d 2h 49m,,570183,918,plus ($0.00)
2026-06-29T21:30:02Z,,,,,,,,570183,0,
2026-06-29T21:45:01Z,,87,3h 19m,,57,6d 2h 19m,,571112,929,plus ($0.00)
2026-06-29T22:00:02Z,,87,3h 4m,,57,6d 2h 4m,,571112,0,plus ($0.00)
2026-06-29T22:15:01Z,,84,2h 49m,,56,6d 1h 49m,,572030,918,plus ($0.00)
2026-06-29T22:30:01Z,,84,2h 34m,,56,6d 1h 34m,,572030,0,plus ($0.00)
2026-06-29T22:45:02Z,,80,2h 19m,,56,6d 1h 19m,,572963,933,plus ($0.00)
2026-06-29T23:00:01Z,,80,2h 4m,,56,6d 1h 4m,,572963,0,plus ($0.00)
2026-06-29T23:15:01Z,,77,1h 49m,,55,6d 49m,,573889,926,plus ($0.00)
2026-06-29T23:30:01Z,,77,1h 34m,,55,6d 34m,,573889,0,plus ($0.00)
2026-06-29T23:45:02Z,,74,1h 19m,,55,6d 19m,,574830,941,plus ($0.00)
2026-06-30T00:00:01Z,,74,1h 4m,,55,6d 4m,,574830,0,plus ($0.00)
2026-06-30T00:15:01Z,,71,49m,,54,5d 23h 49m,,575753,923,plus ($0.00)
2026-06-30T00:30:01Z,,71,34m,,54,5d 23h 34m,,575753,0,plus ($0.00)
2026-06-30T00:45:01Z,,68,19m,,54,5d 23h 19m,,576688,935,plus ($0.00)
2026-06-30T01:00:01Z,,68,4m,,54,5d 23h 4m,,576688,0,plus ($0.00)
2026-06-30T01:15:01Z,,96,4h 49m,,53,5d 22h 49m,,577609,921,plus ($0.00)
2026-06-30T01:30:01Z,,96,4h 34m,,53,5d 22h 34m,,577609,0,plus ($0.00)
2026-06-30T01:45:01Z,,99,4h 59m,,100,6d 23h 59m,,578538,929,plus ($0.00)
2026-06-30T02:00:01Z,,99,4h 59m,,100,6d 23h 59m,,578538,0,plus ($0.00)
2026-06-30T02:15:01Z,,96,4h 51m,,99,6d 23h 51m,,578998,460,plus ($0.00)
2026-06-30T02:30:01Z,,96,4h 36m,,99,6d 23h 36m,,578998,0,plus ($0.00)
2026-06-30T02:45:01Z,,92,4h 21m,,99,6d 23h 21m,,579930,932,plus ($0.00)
2026-06-30T03:00:01Z,,92,4h 6m,,99,6d 23h 6m,,579930,0,plus ($0.00)
2026-06-30T03:15:01Z,,87,3h 51m,,98,6d 22h 51m,,581365,1435,plus ($0.00)
2026-06-30T03:30:02Z,,,,,,,,581365,0,
2026-06-30T03:45:01Z,,86,3h 21m,,98,6d 22h 21m,,582301,936,plus ($0.00)
2026-06-30T04:00:01Z,,79,3h 6m,,97,6d 22h 6m,,582301,0,plus ($0.00)
2026-06-30T04:15:01Z,,75,2h 51m,,96,6d 21h 51m,,583235,934,plus ($0.00)
2026-06-30T04:30:01Z,,75,2h 36m,,96,6d 21h 36m,,583235,0,plus ($0.00)
2026-06-30T04:45:01Z,,73,2h 21m,,96,6d 21h 21m,,584160,925,plus ($0.00)
2026-06-30T05:00:01Z,,73,2h 6m,,96,6d 21h 6m,,584160,0,plus ($0.00)
2026-06-30T05:15:01Z,,70,1h 51m,,95,6d 20h 51m,,585089,929,plus ($0.00)
2026-06-30T05:30:01Z,,68,1h 36m,,95,6d 20h 36m,,585089,0,plus ($0.00)
2026-06-30T05:45:01Z,,,,,,,,586017,928,
2026-06-30T06:00:01Z,,65,1h 6m,,95,6d 20h 6m,,586017,0,plus ($0.00)
2026-06-30T06:15:01Z,,62,51m,,94,6d 19h 51m,,586945,928,plus ($0.00)
2026-06-30T06:30:01Z,,62,36m,,94,6d 19h 36m,,586945,0,plus ($0.00)
2026-06-30T06:45:01Z,,60,21m,,94,6d 19h 21m,,587868,923,plus ($0.00)
2026-06-30T07:00:01Z,,55,6m,,93,6d 19h 6m,,587868,0,plus ($0.00)
2026-06-30T07:15:01Z,,97,4h 56m,,92,6d 18h 51m,,513606,-74262,plus ($0.00)
2026-06-30T07:30:01Z,,97,4h 41m,,92,6d 18h 36m,,513606,0,plus ($0.00)
2026-06-30T07:45:01Z,,,,,,,,514530,924,
2026-06-30T08:00:01Z,,94,4h 11m,,92,6d 18h 6m,,514530,0,plus ($0.00)
2026-06-30T08:15:01Z,,,,,,,,515449,919,
2026-06-30T08:30:01Z,,,,,,,,515449,0,
2026-06-30T08:45:01Z,,88,3h 26m,,91,6d 17h 21m,,516359,910,plus ($0.00)
2026-06-30T09:00:01Z,,,,,,,,516359,0,
2026-06-30T09:15:01Z,,83,2h 56m,,90,6d 16h 51m,,517273,914,plus ($0.00)
2026-06-30T09:30:01Z,,83,2h 41m,,90,6d 16h 36m,,517273,0,plus ($0.00)
2026-06-30T09:45:01Z,,81,2h 26m,,90,6d 16h 21m,,518179,906,plus ($0.00)
2026-06-30T10:00:01Z,,81,2h 11m,,90,6d 16h 6m,,518179,0,plus ($0.00)
2026-06-30T10:15:01Z,,78,1h 56m,,89,6d 15h 51m,,519078,899,plus ($0.00)
2026-06-30T10:30:01Z,,78,1h 41m,,89,6d 15h 36m,,519078,0,plus ($0.00)
2026-06-30T10:45:01Z,,75,1h 26m,,89,6d 15h 21m,,519980,902,plus ($0.00)
2026-06-30T11:00:01Z,,75,1h 11m,,89,6d 15h 6m,,519980,0,plus ($0.00)
2026-06-30T11:15:01Z,,73,56m,,89,6d 14h 51m,,520880,900,plus ($0.00)
2026-06-30T11:30:01Z,,73,41m,,89,6d 14h 36m,,520880,0,plus ($0.00)
2026-06-30T11:45:01Z,,70,26m,,88,6d 14h 21m,,521792,912,plus ($0.00)
2026-06-30T12:00:01Z,,70,11m,,88,6d 14h 6m,,521792,0,plus ($0.00)
2026-06-30T12:15:01Z,,96,4h 56m,,88,6d 13h 51m,,522695,903,plus ($0.00)
2026-06-30T12:30:01Z,,96,4h 41m,,88,6d 13h 36m,,522695,0,plus ($0.00)
2026-06-30T12:45:01Z,,94,4h 26m,,87,6d 13h 21m,,523599,904,plus ($0.00)
2026-06-30T13:00:01Z,,94,4h 11m,,87,6d 13h 6m,,523599,0,plus ($0.00)
2026-06-30T13:15:01Z,,91,3h 56m,,87,6d 12h 51m,,524500,901,plus ($0.00)
2026-06-30T13:30:01Z,,92,3h 41m,,87,6d 12h 36m,,524500,0,plus ($0.00)
2026-06-30T13:45:01Z,,88,3h 26m,,86,6d 12h 21m,,525402,902,plus ($0.00)
2026-06-30T14:00:01Z,,88,3h 11m,,86,6d 12h 6m,,525402,0,plus ($0.00)
2026-06-30T14:15:02Z,,84,2h 56m,,86,6d 11h 51m,,526304,902,plus ($0.00)
2026-06-30T14:30:02Z,,72,2h 41m,,84,6d 11h 36m,,526304,0,plus ($0.00)
2026-06-30T14:45:01Z,,67,2h 26m,,83,6d 11h 21m,,527210,906,plus ($0.00)
2026-06-30T15:00:01Z,,58,2h 11m,,82,6d 11h 5m,,527210,0,plus ($0.00)
2026-06-30T15:15:01Z,,47,1h 56m,,80,6d 10h 51m,,528112,902,plus ($0.00)
2026-06-30T15:30:01Z,,47,1h 41m,,80,6d 10h 36m,,528112,0,plus ($0.00)
2026-06-30T15:45:01Z,,44,1h 26m,,80,6d 10h 21m,,529005,893,plus ($0.00)
2026-06-30T16:00:01Z,,44,1h 11m,,79,6d 10h 6m,,529005,0,plus ($0.00)
2026-06-30T16:15:01Z,,41,56m,,79,6d 9h 51m,,529910,905,plus ($0.00)
2026-06-30T16:30:01Z,,41,41m,,79,6d 9h 36m,,529910,0,plus ($0.00)
2026-06-30T16:45:01Z,,38,26m,,79,6d 9h 21m,,530815,905,plus ($0.00)
2026-06-30T17:00:01Z,,38,11m,,79,6d 9h 6m,,530815,0,plus ($0.00)
2026-06-30T17:15:01Z,,96,4h 56m,,75,6d 8h 51m,,531720,905,plus ($0.00)
2026-06-30T17:30:01Z,,,,,,,,531720,0,
2026-06-30T17:45:01Z,,93,4h 26m,,75,6d 8h 21m,,532625,905,plus ($0.00)
2026-06-30T18:00:01Z,,,,,,,,532625,0,
2026-06-30T18:15:01Z,,85,3h 57m,,73,6d 7h 51m,,533530,905,plus ($0.00)
2026-06-30T18:30:01Z,,84,3h 41m,,73,6d 7h 36m,,533530,0,plus ($0.00)
2026-06-30T18:45:01Z,,83,3h 26m,,73,6d 7h 21m,,534522,992,plus ($0.00)
2026-06-30T19:00:01Z,,83,3h 12m,,73,6d 7h 6m,,534522,0,plus ($0.00)
2026-06-30T19:15:02Z,,83,2h 56m,,73,6d 6h 51m,,535426,904,plus ($0.00)
2026-06-30T19:30:01Z,,83,2h 41m,,73,6d 6h 36m,,535426,0,plus ($0.00)
2026-06-30T19:45:01Z,,82,2h 26m,,73,6d 6h 21m,,536326,900,plus ($0.00)
2026-06-30T20:00:02Z,,82,2h 11m,,73,6d 6h 6m,,536326,0,plus ($0.00)
2026-06-30T20:15:01Z,,81,1h 56m,,73,6d 5h 51m,,537227,901,plus ($0.00)
2026-06-30T20:30:02Z,,81,1h 41m,,73,6d 5h 36m,,537227,0,plus ($0.00)
2026-06-30T20:45:01Z,,80,1h 26m,,73,6d 5h 21m,,538139,912,plus ($0.00)
2026-06-30T21:00:01Z,,,,,,,,538139,0,
2026-06-30T21:15:01Z,,79,57m,,72,6d 4h 51m,,539040,901,plus ($0.00)
2026-06-30T21:30:01Z,,79,42m,,72,6d 4h 36m,,539040,0,plus ($0.00)
2026-06-30T21:45:01Z,,77,27m,,72,6d 4h 21m,,539941,901,plus ($0.00)
2026-06-30T22:00:01Z,,75,12m,,72,6d 4h 6m,,539941,0,plus ($0.00)
2026-06-30T22:15:01Z,,99,4h 57m,,71,6d 3h 51m,,540840,899,plus ($0.00)
2026-06-30T22:30:01Z,,99,4h 42m,,71,6d 3h 36m,,540840,0,plus ($0.00)
2026-06-30T22:45:01Z,,98,4h 27m,,71,6d 3h 21m,,541749,909,plus ($0.00)
2026-06-30T23:00:01Z,,98,4h 12m,,71,6d 3h 6m,,541749,0,plus ($0.00)
2026-06-30T23:15:01Z,,97,3h 57m,,71,6d 2h 51m,,542648,899,plus ($0.00)
2026-06-30T23:30:01Z,,97,3h 42m,,71,6d 2h 36m,,542648,0,plus ($0.00)
2026-06-30T23:45:01Z,,96,3h 27m,,71,6d 2h 21m,,543561,913,plus ($0.00)
2026-07-01T00:00:01Z,,96,3h 12m,,71,6d 2h 6m,,543561,0,plus ($0.00)
2026-07-01T00:15:01Z,,95,2h 57m,,71,6d 1h 51m,,544460,899,plus ($0.00)
2026-07-01T00:30:01Z,,95,2h 42m,,71,6d 1h 36m,,544460,0,plus ($0.00)
2026-07-01T00:45:01Z,,94,2h 27m,,71,6d 1h 21m,,545363,903,plus ($0.00)
2026-07-01T01:00:01Z,,94,2h 12m,,71,6d 1h 6m,,545363,0,plus ($0.00)
2026-07-01T01:15:01Z,,94,1h 57m,,71,6d 51m,,546265,902,plus ($0.00)
2026-07-01T01:30:02Z,,94,1h 42m,,71,6d 36m,,546265,0,plus ($0.00)
2026-07-01T01:45:01Z,,93,1h 27m,,70,6d 21m,,547167,902,plus ($0.00)
2026-07-01T02:00:01Z,,93,1h 12m,,70,6d 6m,,547167,0,plus ($0.00)
2026-07-01T02:15:01Z,,91,57m,,70,5d 23h 51m,,548098,931,plus ($0.00)
2026-07-01T02:30:01Z,,91,42m,,70,5d 23h 36m,,548098,0,plus ($0.00)
2026-07-01T02:45:01Z,,90,27m,,70,5d 23h 21m,,549003,905,plus ($0.00)
2026-07-01T03:00:01Z,,90,12m,,70,5d 23h 6m,,549003,0,plus ($0.00)
2026-07-01T03:15:01Z,,99,4h 59m,,70,5d 22h 51m,,549907,904,plus ($0.00)
2026-07-01T03:30:01Z,,99,4h 59m,,70,5d 22h 36m,,549907,0,plus ($0.00)
2026-07-01T03:45:02Z,,98,4h 49m,,70,5d 22h 21m,,550808,901,plus ($0.00)
2026-07-01T04:00:01Z,,94,4h 34m,,69,5d 22h 6m,,550808,0,plus ($0.00)
2026-07-01T04:15:01Z,,92,4h 19m,,69,5d 21h 51m,,551713,905,plus ($0.00)
2026-07-01T04:30:01Z,,,,,,,,551713,0,
2026-07-01T04:45:01Z,,91,3h 49m,,69,5d 21h 21m,,552625,912,plus ($0.00)
2026-07-01T05:00:01Z,,91,3h 34m,,69,5d 21h 6m,,552625,0,plus ($0.00)
2026-07-01T05:15:01Z,,90,3h 19m,,68,5d 20h 51m,,553093,468,plus ($0.00)
2026-07-01T05:30:01Z,,90,3h 4m,,68,5d 20h 36m,,553093,0,plus ($0.00)
2026-07-01T05:45:01Z,,88,2h 49m,,68,5d 20h 21m,,554442,1349,plus ($0.00)
2026-07-01T06:00:01Z,,88,2h 34m,,68,5d 20h 6m,,554442,0,plus ($0.00)
2026-07-01T06:15:02Z,,87,2h 19m,,68,5d 19h 51m,,555352,910,plus ($0.00)
2026-07-01T06:30:01Z,,87,2h 4m,,68,5d 19h 36m,,555352,0,plus ($0.00)
2026-07-01T06:45:02Z,,85,1h 49m,,68,5d 19h 21m,,556257,905,plus ($0.00)
2026-07-01T07:00:01Z,,85,1h 34m,,68,5d 19h 6m,,556257,0,plus ($0.00)
2026-07-01T07:15:01Z,,84,1h 19m,,67,5d 18h 51m,,506841,-49416,plus ($0.00)
2026-07-01T07:30:02Z,,84,1h 4m,,67,5d 18h 36m,,506841,0,plus ($0.00)
2026-07-01T07:45:01Z,,82,48m,,67,5d 18h 21m,,507743,902,plus ($0.00)
2026-07-01T08:00:02Z,,82,34m,,67,5d 18h 6m,,507743,0,plus ($0.00)
2026-07-01T08:15:01Z,,81,18m,,67,5d 17h 51m,,508649,906,plus ($0.00)
2026-07-01T08:30:01Z,,81,3m,,67,5d 17h 36m,,508649,0,plus ($0.00)
2026-07-01T08:45:01Z,,97,4h 49m,,67,5d 17h 21m,,509558,909,plus ($0.00)
2026-07-01T09:00:01Z,,97,4h 34m,,67,5d 17h 6m,,509558,0,plus ($0.00)
2026-07-01T09:15:01Z,,96,4h 19m,,66,5d 16h 51m,,510460,902,plus ($0.00)
2026-07-01T09:30:01Z,,96,4h 4m,,66,5d 16h 36m,,510460,0,plus ($0.00)
2026-07-01T09:45:02Z,,94,3h 48m,,66,5d 16h 20m,,511364,904,plus ($0.00)
2026-07-01T10:00:01Z,,94,3h 34m,,66,5d 16h 6m,,511364,0,plus ($0.00)
2026-07-01T10:15:01Z,,93,3h 19m,,66,5d 15h 51m,,512276,912,plus ($0.00)
2026-07-01T10:30:01Z,,93,3h 4m,,66,5d 15h 36m,,512276,0,plus ($0.00)
2026-07-01T10:45:02Z,,91,2h 49m,,66,5d 15h 21m,,513181,905,plus ($0.00)
2026-07-01T11:00:02Z,,91,2h 34m,,66,5d 15h 6m,,513181,0,plus ($0.00)
2026-07-01T11:15:01Z,,89,2h 19m,,65,5d 14h 51m,,514084,903,plus ($0.00)
2026-07-01T11:30:01Z,,89,2h 4m,,65,5d 14h 36m,,514084,0,plus ($0.00)
2026-07-01T11:45:01Z,,88,1h 49m,,65,5d 14h 21m,,514989,905,plus ($0.00)
2026-07-01T12:00:02Z,,88,1h 34m,,65,5d 14h 6m,,514989,0,plus ($0.00)
2026-07-01T12:15:01Z,,86,1h 19m,,65,5d 13h 51m,,515887,898,plus ($0.00)
2026-07-01T12:30:01Z,,86,1h 4m,,65,5d 13h 36m,,515887,0,plus ($0.00)
2026-07-01T12:45:01Z,,84,49m,,65,5d 13h 21m,,516796,909,plus ($0.00)
2026-07-01T13:00:01Z,,84,34m,,65,5d 13h 6m,,516796,0,plus ($0.00)
2026-07-01T13:15:01Z,,83,19m,,64,5d 12h 51m,,517696,900,plus ($0.00)
2026-07-01T13:30:01Z,,81,4m,,64,5d 12h 36m,,517696,0,plus ($0.00)
2026-07-01T13:45:02Z,,97,4h 49m,,64,5d 12h 21m,,518597,901,plus ($0.00)
2026-07-01T14:00:02Z,,97,4h 34m,,64,5d 12h 5m,,518597,0,plus ($0.00)
2026-07-01T14:15:01Z,,96,4h 19m,,64,5d 11h 51m,,519507,910,plus ($0.00)
2026-07-01T14:21:53Z,,96,4h 12m,,64,5d 11h 44m,,150004,-369503,plus ($0.00)
2026-07-01T14:30:01Z,,96,4h 4m,,64,5d 11h 36m,,150004,0,plus ($0.00)
2026-07-01T14:45:02Z,,94,3h 49m,,63,5d 11h 21m,,151047,1043,plus ($0.00)
2026-07-01T15:00:01Z,,94,3h 34m,,63,5d 11h 6m,,151047,0,plus ($0.00)
2026-07-01T15:15:01Z,,93,3h 19m,,63,5d 10h 51m,,152080,1033,plus ($0.00)
2026-07-01T15:30:01Z,,93,3h 4m,,63,5d 10h 35m,,152080,0,plus ($0.00)
2026-07-01T15:45:02Z,,91,2h 49m,,63,5d 10h 20m,,153123,1043,plus ($0.00)
2026-07-01T16:00:01Z,,91,2h 34m,,63,5d 10h 6m,,153123,0,plus ($0.00)
2026-07-01T16:15:01Z,,90,2h 19m,,63,5d 9h 51m,,154164,1041,plus ($0.00)
2026-07-01T16:30:02Z,,90,2h 4m,,63,5d 9h 35m,,154164,0,plus ($0.00)
2026-07-01T16:45:01Z,,89,1h 49m,,62,5d 9h 21m,,155209,1045,plus ($0.00)
2026-07-01T17:00:01Z,,89,1h 34m,,62,5d 9h 6m,,155209,0,plus ($0.00)
2026-07-01T17:15:01Z,,87,1h 19m,,62,5d 8h 51m,,156259,1050,plus ($0.00)
2026-07-01T17:30:01Z,,87,1h 4m,,62,5d 8h 36m,,156259,0,plus ($0.00)
2026-07-01T17:45:01Z,,86,49m,,62,5d 8h 21m,,156259,0,plus ($0.00)
2026-07-01T18:00:02Z,,86,34m,,62,5d 8h 6m,,157299,1040,plus ($0.00)
2026-07-01T18:15:01Z,,85,19m,,62,5d 7h 51m,,158344,1045,plus ($0.00)
2026-07-01T18:30:02Z,,85,4m,,62,5d 7h 36m,,158344,0,plus ($0.00)
2026-07-01T18:45:01Z,,98,4h 49m,,62,5d 7h 21m,,159457,1113,plus ($0.00)
2026-07-01T19:00:01Z,,98,4h 34m,,62,5d 7h 6m,,159457,0,plus ($0.00)
2026-07-01T19:15:01Z,,96,4h 19m,,61,5d 6h 51m,,160524,1067,plus ($0.00)
2026-07-01T19:30:01Z,,96,4h 4m,,61,5d 6h 36m,,160524,0,plus ($0.00)
2026-07-01T19:45:01Z,,95,3h 49m,,61,5d 6h 21m,,161563,1039,plus ($0.00)
2026-07-01T20:00:01Z,,95,3h 34m,,61,5d 6h 6m,,161563,0,plus ($0.00)
2026-07-01T20:15:01Z,,94,3h 19m,,61,5d 5h 51m,,162603,1040,plus ($0.00)
2026-07-01T20:30:01Z,,94,3h 4m,,61,5d 5h 36m,,162603,0,plus ($0.00)
2026-07-01T20:45:01Z,,87,2h 49m,,60,5d 5h 21m,,163668,1065,plus ($0.00)
2026-07-01T21:00:01Z,,87,2h 34m,,60,5d 5h 6m,,163668,0,plus ($0.00)
2026-07-01T21:15:02Z,,85,2h 19m,,60,5d 4h 51m,,164697,1029,plus ($0.00)
2026-07-01T21:30:01Z,,85,2h 4m,,60,5d 4h 36m,,164697,0,plus ($0.00)
2026-07-01T21:45:01Z,,84,1h 49m,,59,5d 4h 21m,,165732,1035,plus ($0.00)
2026-07-01T22:00:01Z,,84,1h 34m,,59,5d 4h 6m,,165732,0,plus ($0.00)
2026-07-01T22:15:01Z,,82,1h 19m,,59,5d 3h 51m,,166785,1053,plus ($0.00)
2026-07-01T22:30:01Z,,82,1h 4m,,59,5d 3h 36m,,166785,0,plus ($0.00)
2026-07-01T22:45:01Z,,81,49m,,59,5d 3h 21m,,167811,1026,plus ($0.00)
2026-07-01T23:00:01Z,,81,34m,,59,5d 3h 6m,,167811,0,plus ($0.00)
2026-07-01T23:15:01Z,,79,19m,,59,5d 2h 51m,,168883,1072,plus ($0.00)
2026-07-01T23:30:01Z,,79,4m,,59,5d 2h 36m,,168883,0,plus ($0.00)
2026-07-01T23:45:01Z,,99,4h 56m,,58,5d 2h 21m,,169900,1017,plus ($0.00)
2026-07-02T00:00:02Z,,99,4h 41m,,58,5d 2h 6m,,169900,0,plus ($0.00)
2026-07-02T00:15:01Z,,97,4h 26m,,58,5d 1h 51m,,170978,1078,plus ($0.00)
2026-07-02T00:30:02Z,,97,4h 11m,,58,5d 1h 36m,,170978,0,plus ($0.00)
2026-07-02T00:45:02Z,,95,3h 56m,,58,5d 1h 21m,,172003,1025,plus ($0.00)
2026-07-02T01:00:01Z,,95,3h 41m,,58,5d 1h 6m,,172003,0,plus ($0.00)
2026-07-02T01:15:01Z,,94,3h 26m,,58,5d 51m,,173062,1059,plus ($0.00)
2026-07-02T01:30:01Z,,94,3h 11m,,58,5d 36m,,173062,0,plus ($0.00)
2026-07-02T01:45:01Z,,93,2h 56m,,58,5d 21m,,174098,1036,plus ($0.00)
2026-07-02T02:00:01Z,,93,2h 41m,,58,5d 6m,,174098,0,plus ($0.00)
2026-07-02T02:15:01Z,,93,2h 26m,,57,4d 23h 51m,,175138,1040,plus ($0.00)
2026-07-02T02:30:01Z,,93,2h 11m,,57,4d 23h 36m,,175138,0,plus ($0.00)
2026-07-02T02:45:02Z,,91,1h 56m,,57,4d 23h 21m,,176181,1043,plus ($0.00)
2026-07-02T03:00:01Z,,91,1h 41m,,57,4d 23h 6m,,176181,0,plus ($0.00)
2026-07-02T03:15:01Z,,90,1h 26m,,57,4d 22h 51m,,177229,1048,plus ($0.00)
2026-07-02T03:30:01Z,,90,1h 11m,,57,4d 22h 36m,,177229,0,plus ($0.00)
2026-07-02T03:45:01Z,,89,56m,,57,4d 22h 21m,,178296,1067,plus ($0.00)
2026-07-02T04:00:01Z,,89,41m,,57,4d 22h 6m,,152473,-25823,plus ($0.00)
2026-07-02T04:15:01Z,,87,26m,,57,4d 21h 51m,,192070,39597,plus ($0.00)
2026-07-02T04:30:01Z,,87,11m,,57,4d 21h 36m,,192070,0,plus ($0.00)
2026-07-02T04:45:01Z,,98,4h 56m,,56,4d 21h 21m,,193106,1036,plus ($0.00)
2026-07-02T05:00:01Z,,98,4h 41m,,56,4d 21h 6m,,154602,-38504,plus ($0.00)
2026-07-02T05:15:01Z,,96,4h 26m,,56,4d 20h 51m,,185528,30926,plus ($0.00)
2026-07-02T05:30:01Z,,95,4h 11m,,56,4d 20h 36m,,196406,10878,plus ($0.00)
2026-07-02T05:45:01Z,,94,3h 56m,,56,4d 20h 21m,,197449,1043,plus ($0.00)
2026-07-02T06:00:01Z,,94,3h 41m,,56,4d 20h 6m,,150769,-46680,plus ($0.00)
2026-07-02T06:15:01Z,,93,3h 26m,,56,4d 19h 51m,,168618,17849,plus ($0.00)
2026-07-02T06:30:01Z,,93,3h 11m,,56,4d 19h 36m,,168618,0,plus ($0.00)
2026-07-02T06:45:01Z,,92,2h 56m,,55,4d 19h 21m,,169687,1069,plus ($0.00)
2026-07-02T07:00:01Z,,92,2h 41m,,55,4d 19h 6m,,152901,-16786,plus ($0.00)
2026-07-02T07:15:01Z,,88,2h 26m,,55,4d 18h 51m,,200865,47964,plus ($0.00)
2026-07-02T07:30:01Z,,88,2h 11m,,55,4d 18h 36m,,200865,0,plus ($0.00)
2026-07-02T07:45:01Z,,87,1h 56m,,55,4d 18h 21m,,201914,1049,plus ($0.00)
2026-07-02T08:00:01Z,,87,1h 41m,,55,4d 18h 6m,,155023,-46891,plus ($0.00)
2026-07-02T08:15:01Z,,85,1h 26m,,54,4d 17h 51m,,192415,37392,plus ($0.00)
2026-07-02T08:30:01Z,,85,1h 11m,,54,4d 17h 36m,,192415,0,plus ($0.00)
2026-07-02T08:45:01Z,,83,56m,,54,4d 17h 21m,,193478,1063,plus ($0.00)
2026-07-02T09:00:01Z,,83,41m,,54,4d 17h 6m,,157495,-35983,plus ($0.00)
2026-07-02T09:15:01Z,,80,26m,,54,4d 16h 51m,,185781,28286,plus ($0.00)
2026-07-02T09:30:01Z,,80,11m,,54,4d 16h 36m,,185781,0,plus ($0.00)
2026-07-02T09:45:01Z,,98,4h 56m,,53,4d 16h 21m,,186838,1057,plus ($0.00)
2026-07-02T10:00:01Z,,98,4h 41m,,53,4d 16h 6m,,159623,-27215,plus ($0.00)
2026-07-02T10:15:01Z,,96,4h 26m,,53,4d 15h 51m,,179914,20291,plus ($0.00)
2026-07-02T10:30:01Z,,96,4h 11m,,53,4d 15h 36m,,179914,0,plus ($0.00)
2026-07-02T10:45:01Z,,95,3h 56m,,53,4d 15h 21m,,180970,1056,plus ($0.00)
2026-07-02T11:00:01Z,,93,3h 41m,,53,4d 15h 6m,,180970,0,plus ($0.00)
2026-07-02T11:15:01Z,,91,3h 26m,,52,4d 14h 51m,,184260,3290,plus ($0.00)
2026-07-02T11:30:01Z,,90,3h 11m,,52,4d 14h 36m,,184260,0,plus ($0.00)
2026-07-02T11:45:01Z,,89,2h 56m,,52,4d 14h 21m,,185332,1072,plus ($0.00)
2026-07-02T12:00:01Z,,89,2h 41m,,52,4d 14h 6m,,185332,0,plus ($0.00)
2026-07-02T12:15:01Z,,87,2h 26m,,52,4d 13h 51m,,188617,3285,plus ($0.00)
2026-07-02T12:30:01Z,,87,2h 11m,,52,4d 13h 36m,,188617,0,plus ($0.00)
2026-07-02T12:45:01Z,,80,1h 56m,,51,4d 13h 21m,,102347,-86270,plus ($0.00)
