timestamp,hourly_usage,hourly_pct_left,hourly_reset_in,hourly_reset_at,weekly_pct_left,weekly_reset_in,weekly_reset_at,total_tokens_k,tokens_delta_k,plan
2026-07-02T13:00:01Z,,78,1h 41m,,50,4d 13h 6m,,102347,0,plus ($0.00)
2026-07-02T13:15:01Z,,77,1h 26m,,50,4d 12h 51m,,121585,19238,plus ($0.00)
2026-07-02T13:30:01Z,,77,1h 11m,,50,4d 12h 36m,,121585,0,plus ($0.00)
2026-07-02T13:45:01Z,,77,56m,,50,4d 12h 21m,,122765,1180,plus ($0.00)
2026-07-02T14:00:01Z,,75,41m,,50,4d 12h 6m,,122765,0,plus ($0.00)
2026-07-02T14:15:01Z,,74,26m,,50,4d 11h 51m,,123733,968,plus ($0.00)
2026-07-02T14:30:01Z,,74,11m,,50,4d 11h 36m,,127076,3343,plus ($0.00)
2026-07-02T14:45:01Z,,99,4h 56m,,49,4d 11h 21m,,131537,4461,plus ($0.00)
2026-07-02T15:00:01Z,,99,4h 41m,,49,4d 11h 6m,,131537,0,plus ($0.00)
2026-07-02T15:15:01Z,,98,4h 26m,,49,4d 10h 51m,,132735,1198,plus ($0.00)
2026-07-02T15:30:01Z,,98,4h 11m,,49,4d 10h 36m,,132735,0,plus ($0.00)
2026-07-02T15:45:01Z,,97,3h 56m,,49,4d 10h 21m,,133708,973,plus ($0.00)
2026-07-02T16:00:02Z,,97,3h 41m,,49,4d 10h 6m,,133708,0,plus ($0.00)
2026-07-02T16:15:01Z,,96,3h 26m,,49,4d 9h 51m,,134671,963,plus ($0.00)
2026-07-02T16:30:01Z,,96,3h 12m,,49,4d 9h 36m,,134671,0,plus ($0.00)
2026-07-02T16:45:01Z,,95,2h 57m,,49,4d 9h 21m,,135601,930,plus ($0.00)
2026-07-02T17:00:01Z,,95,2h 42m,,49,4d 9h 6m,,135601,0,plus ($0.00)
2026-07-02T17:15:02Z,,93,2h 26m,,49,4d 8h 51m,,136550,949,plus ($0.00)
2026-07-02T17:30:01Z,,93,2h 11m,,49,4d 8h 36m,,136550,0,plus ($0.00)
2026-07-02T17:45:01Z,,92,1h 56m,,48,4d 8h 21m,,144744,8194,plus ($0.00)
2026-07-02T18:00:01Z,,,,,,,,144744,0,
2026-07-02T18:15:01Z,,91,1h 26m,,48,4d 7h 51m,,145720,976,plus ($0.00)
2026-07-02T18:30:01Z,,91,1h 11m,,48,4d 7h 36m,,145720,0,plus ($0.00)
2026-07-02T18:45:01Z,,90,56m,,48,4d 7h 21m,,146998,1278,plus ($0.00)
2026-07-02T19:00:01Z,,90,41m,,48,4d 7h 6m,,146998,0,plus ($0.00)
2026-07-02T19:15:01Z,,88,26m,,48,4d 6h 51m,,147958,960,plus ($0.00)
2026-07-02T19:30:01Z,,88,11m,,48,4d 6h 36m,,147958,0,plus ($0.00)
2026-07-02T19:45:01Z,,99,4h 57m,,48,4d 6h 21m,,148898,940,plus ($0.00)
2026-07-02T20:00:01Z,,99,4h 42m,,48,4d 6h 6m,,148898,0,plus ($0.00)
2026-07-02T20:15:01Z,,97,4h 27m,,47,4d 5h 51m,,150073,1175,plus ($0.00)
2026-07-02T20:30:01Z,,97,4h 12m,,47,4d 5h 36m,,150073,0,plus ($0.00)
2026-07-02T20:45:01Z,,96,3h 57m,,47,4d 5h 21m,,151030,957,plus ($0.00)
2026-07-02T21:00:01Z,,96,3h 42m,,47,4d 5h 6m,,151030,0,plus ($0.00)
2026-07-02T21:15:01Z,,95,3h 27m,,47,4d 4h 51m,,152235,1205,plus ($0.00)
2026-07-02T21:30:01Z,,95,3h 12m,,47,4d 4h 36m,,152235,0,plus ($0.00)
2026-07-02T21:45:01Z,,93,2h 57m,,47,4d 4h 21m,,153165,930,plus ($0.00)
2026-07-02T22:00:01Z,,93,2h 42m,,47,4d 4h 6m,,153165,0,plus ($0.00)
2026-07-02T22:15:01Z,,92,2h 27m,,47,4d 3h 51m,,154360,1195,plus ($0.00)
2026-07-02T22:30:01Z,,92,2h 12m,,47,4d 3h 36m,,154360,0,plus ($0.00)
2026-07-02T22:45:01Z,,91,1h 57m,,46,4d 3h 21m,,155560,1200,plus ($0.00)
2026-07-02T23:00:01Z,,91,1h 42m,,46,4d 3h 6m,,155560,0,plus ($0.00)
2026-07-02T23:15:01Z,,89,1h 27m,,46,4d 2h 51m,,156789,1229,plus ($0.00)
2026-07-02T23:30:02Z,,89,1h 12m,,46,4d 2h 36m,,156789,0,plus ($0.00)
2026-07-02T23:45:01Z,,88,57m,,46,4d 2h 21m,,157740,951,plus ($0.00)
2026-07-03T00:00:01Z,,88,42m,,46,4d 2h 6m,,157740,0,plus ($0.00)
2026-07-03T00:15:01Z,,86,27m,,46,4d 1h 51m,,158682,942,plus ($0.00)
2026-07-03T00:30:01Z,,86,12m,,46,4d 1h 36m,,158682,0,plus ($0.00)
2026-07-03T00:45:01Z,,99,4h 57m,,46,4d 1h 21m,,159932,1250,plus ($0.00)
2026-07-03T01:00:01Z,,99,4h 42m,,46,4d 1h 6m,,159932,0,plus ($0.00)
2026-07-03T01:15:01Z,,97,4h 27m,,45,4d 51m,,161055,1123,plus ($0.00)
2026-07-03T01:30:01Z,,97,4h 12m,,45,4d 36m,,161055,0,plus ($0.00)
2026-07-03T01:45:01Z,,95,3h 57m,,45,4d 21m,,162318,1263,plus ($0.00)
2026-07-03T02:00:02Z,,95,3h 42m,,45,4d 6m,,162318,0,plus ($0.00)
2026-07-03T02:15:01Z,,94,3h 27m,,45,3d 23h 51m,,163462,1144,plus ($0.00)
2026-07-03T02:30:01Z,,94,3h 12m,,45,3d 23h 36m,,163462,0,plus ($0.00)
2026-07-03T02:45:01Z,,93,2h 57m,,45,3d 23h 21m,,164658,1196,plus ($0.00)
2026-07-03T03:00:01Z,,93,2h 42m,,45,3d 23h 6m,,164658,0,plus ($0.00)
2026-07-03T03:15:01Z,,91,2h 27m,,44,3d 22h 51m,,165634,976,plus ($0.00)
2026-07-03T03:30:01Z,,91,2h 12m,,44,3d 22h 36m,,165634,0,plus ($0.00)
2026-07-03T03:45:01Z,,86,1h 57m,,44,3d 22h 21m,,169912,4278,plus ($0.00)
2026-07-03T04:00:01Z,,81,1h 42m,,43,3d 22h 6m,,209407,39495,plus ($0.00)
2026-07-03T04:15:01Z,,79,1h 27m,,42,3d 21h 51m,,212802,3395,plus ($0.00)
2026-07-03T04:30:01Z,,79,1h 12m,,42,3d 21h 36m,,212802,0,plus ($0.00)
2026-07-03T04:45:01Z,,77,57m,,42,3d 21h 21m,,213996,1194,plus ($0.00)
2026-07-03T05:00:01Z,,77,42m,,42,3d 21h 6m,,213996,0,plus ($0.00)
2026-07-03T05:15:01Z,,75,27m,,42,3d 20h 51m,,215161,1165,plus ($0.00)
2026-07-03T05:30:01Z,,75,12m,,42,3d 20h 36m,,215161,0,plus ($0.00)
2026-07-03T05:45:01Z,,98,4h 57m,,41,3d 20h 21m,,216331,1170,plus ($0.00)
2026-07-03T06:00:01Z,,98,4h 42m,,41,3d 20h 6m,,216331,0,plus ($0.00)
2026-07-03T06:15:01Z,,96,4h 27m,,41,3d 19h 51m,,217482,1151,plus ($0.00)
2026-07-03T06:30:01Z,,96,4h 12m,,41,3d 19h 36m,,217482,0,plus ($0.00)
2026-07-03T06:45:01Z,,94,3h 57m,,41,3d 19h 21m,,218647,1165,plus ($0.00)
2026-07-03T07:00:01Z,,94,3h 42m,,41,3d 19h 6m,,218647,0,plus ($0.00)
2026-07-03T07:15:01Z,,92,3h 27m,,40,3d 18h 51m,,219814,1167,plus ($0.00)
2026-07-03T07:30:01Z,,92,3h 12m,,40,3d 18h 36m,,219814,0,plus ($0.00)
2026-07-03T07:45:02Z,,90,2h 57m,,40,3d 18h 21m,,220978,1164,plus ($0.00)
2026-07-03T08:00:01Z,,90,2h 42m,,40,3d 18h 6m,,220978,0,plus ($0.00)
2026-07-03T08:15:01Z,,88,2h 27m,,40,3d 17h 51m,,222148,1170,plus ($0.00)
2026-07-03T08:30:01Z,,87,2h 12m,,40,3d 17h 36m,,225533,3385,plus ($0.00)
2026-07-03T08:45:01Z,,85,1h 57m,,39,3d 17h 21m,,229954,4421,plus ($0.00)
2026-07-03T09:00:01Z,,85,1h 42m,,39,3d 17h 6m,,229954,0,plus ($0.00)
2026-07-03T09:15:01Z,,82,1h 27m,,39,3d 16h 51m,,231122,1168,plus ($0.00)
2026-07-03T09:30:01Z,,82,1h 12m,,39,3d 16h 36m,,231122,0,plus ($0.00)
2026-07-03T09:45:01Z,,80,57m,,39,3d 16h 21m,,232306,1184,plus ($0.00)
2026-07-03T10:00:01Z,,80,42m,,39,3d 16h 6m,,232306,0,plus ($0.00)
2026-07-03T10:15:01Z,,78,27m,,38,3d 15h 51m,,233464,1158,plus ($0.00)
2026-07-03T10:30:01Z,,78,12m,,38,3d 15h 36m,,233464,0,plus ($0.00)
2026-07-03T10:45:02Z,,99,4h 57m,,38,3d 15h 21m,,234623,1159,plus ($0.00)
2026-07-03T11:00:01Z,,99,4h 42m,,38,3d 15h 6m,,234623,0,plus ($0.00)
2026-07-03T11:15:01Z,,96,4h 27m,,38,3d 14h 51m,,235794,1171,plus ($0.00)
2026-07-03T11:30:01Z,,96,4h 12m,,38,3d 14h 36m,,235794,0,plus ($0.00)
2026-07-03T11:45:01Z,,94,3h 57m,,37,3d 14h 21m,,236957,1163,plus ($0.00)
2026-07-03T12:00:01Z,,94,3h 42m,,37,3d 14h 6m,,236957,0,plus ($0.00)
2026-07-03T12:15:01Z,,91,3h 27m,,37,3d 13h 51m,,238127,1170,plus ($0.00)
2026-07-03T12:30:01Z,,91,3h 12m,,37,3d 13h 36m,,238127,0,plus ($0.00)
2026-07-03T12:45:01Z,,88,2h 57m,,36,3d 13h 21m,,239284,1157,plus ($0.00)
2026-07-03T13:00:01Z,,88,2h 42m,,36,3d 13h 6m,,239284,0,plus ($0.00)
2026-07-03T13:15:01Z,,86,2h 27m,,36,3d 12h 51m,,240456,1172,plus ($0.00)
2026-07-03T13:30:01Z,,85,2h 12m,,36,3d 12h 36m,,240456,0,plus ($0.00)
2026-07-03T13:45:01Z,,,,,,,,241615,1159,
2026-07-03T14:00:02Z,,83,1h 42m,,35,3d 12h 6m,,241615,0,plus ($0.00)
2026-07-03T14:15:01Z,,82,1h 26m,,35,3d 11h 51m,,242782,1167,plus ($0.00)
2026-07-03T14:30:01Z,,82,1h 12m,,35,3d 11h 36m,,242782,0,plus ($0.00)
2026-07-03T14:45:01Z,,81,57m,,35,3d 11h 21m,,243948,1166,plus ($0.00)
2026-07-03T15:00:01Z,,81,42m,,35,3d 11h 6m,,243948,0,plus ($0.00)
2026-07-03T15:15:01Z,,78,27m,,35,3d 10h 51m,,245121,1173,plus ($0.00)
2026-07-03T15:30:02Z,,78,12m,,35,3d 10h 36m,,245121,0,plus ($0.00)
2026-07-03T15:45:02Z,,97,4h 57m,,34,3d 10h 21m,,246298,1177,plus ($0.00)
2026-07-03T16:00:01Z,,97,4h 42m,,34,3d 10h 6m,,246298,0,plus ($0.00)
2026-07-03T16:15:01Z,,95,4h 27m,,34,3d 9h 51m,,247449,1151,plus ($0.00)
2026-07-03T16:30:01Z,,95,4h 12m,,34,3d 9h 36m,,247449,0,plus ($0.00)
2026-07-03T16:45:01Z,,93,3h 57m,,34,3d 9h 21m,,248618,1169,plus ($0.00)
2026-07-03T17:00:01Z,,93,3h 42m,,34,3d 9h 6m,,248618,0,plus ($0.00)
2026-07-03T17:15:01Z,,91,3h 27m,,33,3d 8h 51m,,249783,1165,plus ($0.00)
2026-07-03T17:30:01Z,,91,3h 12m,,33,3d 8h 36m,,249783,0,plus ($0.00)
2026-07-03T17:45:01Z,,89,2h 57m,,33,3d 8h 21m,,249783,0,plus ($0.00)
2026-07-03T18:00:01Z,,88,2h 42m,,33,3d 8h 6m,,250951,1168,plus ($0.00)
2026-07-03T18:15:02Z,,86,2h 27m,,33,3d 7h 51m,,252115,1164,plus ($0.00)
2026-07-03T18:30:01Z,,86,2h 12m,,33,3d 7h 36m,,252115,0,plus ($0.00)
2026-07-03T18:45:01Z,,84,1h 57m,,32,3d 7h 21m,,253345,1230,plus ($0.00)
2026-07-03T19:00:01Z,,84,1h 42m,,32,3d 7h 6m,,253345,0,plus ($0.00)
2026-07-03T19:15:01Z,,,,,,,,254524,1179,
2026-07-03T19:30:01Z,,,,,,,,254524,0,
2026-07-03T19:45:01Z,,,,,,,,255688,1164,
2026-07-03T20:00:01Z,,,,,,,,255688,0,
2026-07-03T20:15:01Z,,,,,,,,256872,1184,
2026-07-03T20:30:01Z,,,,,,,,256872,0,
2026-07-03T20:45:02Z,,,,,,,,256872,0,
2026-07-03T21:00:01Z,,,,,,,,258027,1155,
2026-07-03T21:15:01Z,,,,,,,,258027,0,
2026-07-03T21:30:01Z,,,,,,,,259193,1166,
2026-07-03T21:45:01Z,,,,,,,,260359,1166,
2026-07-03T22:00:01Z,,,,,,,,260359,0,
2026-07-03T22:15:01Z,,,,,,,,260359,0,
2026-07-03T22:30:01Z,,,,,,,,261528,1169,
2026-07-03T22:45:01Z,,,,,,,,262691,1163,
2026-07-03T23:00:01Z,,,,,,,,262691,0,
2026-07-03T23:15:01Z,,,,,,,,262691,0,
2026-07-03T23:30:01Z,,,,,,,,262691,0,
2026-07-03T23:45:02Z,,,,,,,,262691,0,
2026-07-04T00:00:01Z,,,,,,,,262691,0,
2026-07-04T00:15:01Z,,,,,,,,262691,0,
2026-07-04T00:30:01Z,,,,,,,,262691,0,
2026-07-04T00:45:01Z,,,,,,,,262691,0,
2026-07-04T01:00:02Z,,,,,,,,262691,0,
2026-07-04T01:15:01Z,,,,,,,,262691,0,
2026-07-04T01:30:01Z,,,,,,,,262691,0,
2026-07-04T01:45:01Z,,,,,,,,262691,0,
2026-07-04T02:00:01Z,,,,,,,,262691,0,
2026-07-04T02:15:02Z,,,,,,,,262691,0,
2026-07-04T02:30:01Z,,,,,,,,262691,0,
2026-07-04T02:45:01Z,,,,,,,,262691,0,
2026-07-04T03:00:01Z,,,,,,,,262691,0,
2026-07-04T03:15:01Z,,,,,,,,262691,0,
2026-07-04T03:30:01Z,,,,,,,,262691,0,
2026-07-04T03:45:01Z,,,,,,,,262691,0,
2026-07-04T04:00:01Z,,,,,,,,262691,0,
2026-07-04T04:15:01Z,,,,,,,,262691,0,
2026-07-04T04:30:01Z,,,,,,,,262691,0,
2026-07-04T04:45:01Z,,,,,,,,262691,0,
2026-07-04T05:00:01Z,,,,,,,,262691,0,
2026-07-04T05:15:01Z,,,,,,,,262691,0,
2026-07-04T05:30:01Z,,,,,,,,262691,0,
2026-07-04T05:45:01Z,,,,,,,,262691,0,
2026-07-04T06:00:01Z,,,,,,,,262691,0,
2026-07-04T06:15:01Z,,,,,,,,262691,0,
2026-07-04T06:30:01Z,,,,,,,,262691,0,
2026-07-04T06:45:01Z,,,,,,,,262691,0,
2026-07-04T07:00:01Z,,,,,,,,262691,0,
2026-07-04T07:15:01Z,,,,,,,,262691,0,
2026-07-04T07:30:01Z,,,,,,,,262691,0,
2026-07-04T07:45:01Z,,,,,,,,262691,0,
2026-07-04T08:00:01Z,,,,,,,,262691,0,
2026-07-04T08:15:01Z,,,,,,,,262691,0,
2026-07-04T08:30:01Z,,,,,,,,262691,0,
2026-07-04T08:45:01Z,,,,,,,,262691,0,
2026-07-04T09:00:01Z,,,,,,,,262691,0,
2026-07-04T09:15:01Z,,,,,,,,262691,0,
2026-07-04T09:30:01Z,,,,,,,,262691,0,
2026-07-04T09:45:02Z,,,,,,,,262691,0,
2026-07-04T10:00:01Z,,,,,,,,262691,0,
2026-07-04T10:15:02Z,,,,,,,,262691,0,
2026-07-04T10:30:01Z,,,,,,,,262691,0,
2026-07-04T10:45:01Z,,,,,,,,262691,0,
2026-07-04T11:00:01Z,,,,,,,,262691,0,
2026-07-04T11:15:01Z,,,,,,,,262691,0,
2026-07-04T11:30:01Z,,,,,,,,262691,0,
2026-07-04T11:45:01Z,,,,,,,,262691,0,
2026-07-04T12:00:01Z,,,,,,,,262691,0,
2026-07-04T12:15:01Z,,,,,,,,262691,0,
2026-07-04T12:30:01Z,,,,,,,,262691,0,
2026-07-04T12:45:01Z,,,,,,,,262691,0,
2026-07-04T13:00:02Z,,,,,,,,262691,0,
2026-07-04T13:15:01Z,,,,,,,,262691,0,
2026-07-04T13:30:01Z,,,,,,,,262691,0,
2026-07-04T13:45:01Z,,,,,,,,262691,0,
2026-07-04T14:00:01Z,,,,,,,,262691,0,
2026-07-04T14:15:01Z,,,,,,,,262691,0,
2026-07-04T14:30:01Z,,,,,,,,262691,0,
2026-07-04T14:45:01Z,,,,,,,,262691,0,
2026-07-04T15:00:01Z,,,,,,,,262691,0,
2026-07-04T15:15:01Z,,,,,,,,262691,0,
2026-07-04T15:30:01Z,,,,,,,,262691,0,
2026-07-04T15:45:01Z,,,,,,,,262691,0,
2026-07-04T16:00:01Z,,,,,,,,262691,0,
2026-07-04T16:15:01Z,,,,,,,,262691,0,
2026-07-04T16:30:01Z,,,,,,,,262691,0,
2026-07-04T16:45:01Z,,,,,,,,262691,0,
2026-07-04T17:00:01Z,,,,,,,,262691,0,
2026-07-04T17:15:01Z,,,,,,,,262691,0,
2026-07-04T17:30:01Z,,,,,,,,262691,0,
2026-07-04T17:45:01Z,,,,,,,,262691,0,
2026-07-04T18:00:01Z,,,,,,,,262691,0,
2026-07-04T18:15:01Z,,,,,,,,262691,0,
2026-07-04T18:30:01Z,,,,,,,,262691,0,
2026-07-04T18:45:01Z,,,,,,,,262691,0,
2026-07-04T19:00:01Z,,,,,,,,262691,0,
2026-07-04T19:15:01Z,,,,,,,,262691,0,
2026-07-04T19:30:01Z,,,,,,,,262691,0,
2026-07-04T19:45:01Z,,,,,,,,262691,0,
2026-07-04T20:00:01Z,,,,,,,,262691,0,
2026-07-04T20:15:01Z,,,,,,,,262691,0,
2026-07-04T20:30:01Z,,,,,,,,262691,0,
2026-07-04T20:45:01Z,,,,,,,,262691,0,
2026-07-04T21:00:01Z,,,,,,,,262691,0,
2026-07-04T21:15:01Z,,,,,,,,262691,0,
2026-07-04T21:30:01Z,,,,,,,,262691,0,
2026-07-04T21:45:02Z,,,,,,,,262691,0,
2026-07-04T22:00:01Z,,,,,,,,262691,0,
2026-07-04T22:15:01Z,,,,,,,,262691,0,
2026-07-04T22:30:01Z,,,,,,,,262691,0,
2026-07-04T22:45:01Z,,,,,,,,262691,0,
2026-07-04T23:00:02Z,,,,,,,,262691,0,
2026-07-04T23:15:01Z,,,,,,,,102347,-160344,
2026-07-04T23:30:01Z,,,,,,,,102347,0,
2026-07-04T23:45:01Z,,,,,,,,102347,0,
2026-07-05T00:00:01Z,,,,,,,,102347,0,
2026-07-05T00:15:01Z,,77,3h 15m,,14,2d 1h 51m,,122404,20057,plus ($0.00)
2026-07-05T00:30:01Z,,76,3h,,14,2d 1h 36m,,119158,-3246,plus ($0.00)
2026-07-05T00:45:01Z,,75,2h 45m,,13,2d 1h 21m,,123685,4527,plus ($0.00)
2026-07-05T01:00:01Z,,74,2h 30m,,13,2d 1h 6m,,123685,0,plus ($0.00)
2026-07-05T01:15:02Z,,73,2h 15m,,13,2d 51m,,124649,964,plus ($0.00)
2026-07-05T01:30:01Z,,73,2h,,13,2d 36m,,124649,0,plus ($0.00)
2026-07-05T01:45:01Z,,72,1h 45m,,13,2d 21m,,125626,977,plus ($0.00)
2026-07-05T02:00:01Z,,72,1h 30m,,13,2d 6m,,125626,0,plus ($0.00)
2026-07-05T02:15:01Z,,71,1h 15m,,13,1d 23h 51m,,126607,981,plus ($0.00)
2026-07-05T02:30:01Z,,71,1h,,13,1d 23h 36m,,126607,0,plus ($0.00)
2026-07-05T02:45:01Z,,69,45m,,13,1d 23h 21m,,127607,1000,plus ($0.00)
2026-07-05T03:00:01Z,,69,30m,,13,1d 23h 6m,,127607,0,plus ($0.00)
2026-07-05T03:15:01Z,,68,15m,,12,1d 22h 51m,,128597,990,plus ($0.00)
2026-07-05T03:30:01Z,,68,<1m,,12,1d 22h 36m,,128597,0,plus ($0.00)
2026-07-05T03:45:01Z,,98,4h 49m,,12,1d 22h 21m,,129583,986,plus ($0.00)
2026-07-05T04:00:01Z,,98,4h 34m,,12,1d 22h 6m,,129583,0,plus ($0.00)
2026-07-05T04:15:01Z,,97,4h 19m,,12,1d 21h 51m,,130575,992,plus ($0.00)
2026-07-05T04:30:01Z,,97,4h 4m,,12,1d 21h 36m,,130575,0,plus ($0.00)
2026-07-05T04:45:01Z,,96,3h 49m,,12,1d 21h 21m,,131563,988,plus ($0.00)
2026-07-05T05:00:02Z,,96,3h 34m,,12,1d 21h 6m,,131563,0,plus ($0.00)
2026-07-05T05:15:01Z,,94,3h 19m,,12,1d 20h 51m,,132554,991,plus ($0.00)
2026-07-05T05:30:01Z,,94,3h 4m,,12,1d 20h 36m,,132554,0,plus ($0.00)
2026-07-05T05:45:01Z,,93,2h 49m,,11,1d 20h 21m,,133540,986,plus ($0.00)
2026-07-05T06:00:01Z,,,,,,,,133540,0,
2026-07-05T06:15:01Z,,,,,,,,134532,992,
2026-07-05T06:30:01Z,,92,2h 4m,,11,1d 19h 36m,,134532,0,plus ($0.00)
2026-07-05T06:45:01Z,,90,1h 49m,,11,1d 19h 21m,,135518,986,plus ($0.00)
2026-07-05T07:00:01Z,,90,1h 34m,,11,1d 19h 6m,,135518,0,plus ($0.00)
2026-07-05T07:15:02Z,,88,1h 19m,,11,1d 18h 51m,,143797,8279,plus ($0.00)
2026-07-05T07:30:02Z,,88,1h 4m,,11,1d 18h 36m,,143797,0,plus ($0.00)
2026-07-05T07:45:01Z,,87,49m,,11,1d 18h 21m,,144783,986,plus ($0.00)
2026-07-05T08:00:01Z,,87,34m,,10,1d 18h 6m,,144783,0,plus ($0.00)
2026-07-05T08:15:01Z,,86,19m,,10,1d 17h 51m,,145771,988,plus ($0.00)
2026-07-05T08:30:01Z,,86,4m,,10,1d 17h 36m,,145771,0,plus ($0.00)
2026-07-05T08:45:01Z,,98,4h 49m,,10,1d 17h 21m,,146759,988,plus ($0.00)
2026-07-05T09:00:01Z,,98,4h 34m,,10,1d 17h 6m,,146759,0,plus ($0.00)
2026-07-05T09:15:01Z,,98,4h 19m,,10,1d 16h 51m,,147748,989,plus ($0.00)
2026-07-05T09:30:01Z,,98,4h 4m,,10,1d 16h 36m,,147748,0,plus ($0.00)
2026-07-05T09:45:01Z,,97,3h 49m,,10,1d 16h 21m,,148735,987,plus ($0.00)
2026-07-05T10:00:01Z,,97,3h 34m,,10,1d 16h 6m,,148735,0,plus ($0.00)
2026-07-05T10:15:01Z,,96,3h 19m,,10,1d 15h 51m,,149723,988,plus ($0.00)
2026-07-05T10:30:01Z,,96,3h 4m,,10,1d 15h 36m,,149723,0,plus ($0.00)
2026-07-05T10:45:01Z,,95,2h 49m,,10,1d 15h 21m,,150709,986,plus ($0.00)
2026-07-05T11:00:01Z,,95,2h 34m,,10,1d 15h 6m,,150709,0,plus ($0.00)
2026-07-05T11:15:01Z,,94,2h 19m,,10,1d 14h 51m,,151689,980,plus ($0.00)
2026-07-05T11:30:01Z,,94,2h 4m,,10,1d 14h 36m,,151689,0,plus ($0.00)
2026-07-05T11:45:01Z,,93,1h 49m,,9,1d 14h 21m,,152677,988,plus ($0.00)
2026-07-05T12:00:01Z,,93,1h 34m,,9,1d 14h 6m,,152677,0,plus ($0.00)
2026-07-05T12:15:01Z,,93,1h 19m,,9,1d 13h 51m,,153674,997,plus ($0.00)
2026-07-05T12:30:01Z,,93,1h 4m,,9,1d 13h 36m,,153674,0,plus ($0.00)
2026-07-05T12:45:01Z,,92,49m,,9,1d 13h 21m,,154663,989,plus ($0.00)
2026-07-05T13:00:01Z,,92,34m,,9,1d 13h 6m,,154663,0,plus ($0.00)
2026-07-05T13:15:01Z,,91,19m,,9,1d 12h 51m,,155651,988,plus ($0.00)
2026-07-05T13:30:01Z,,91,4m,,9,1d 12h 36m,,155651,0,plus ($0.00)
2026-07-05T13:45:01Z,,98,4h 49m,,9,1d 12h 21m,,156638,987,plus ($0.00)
2026-07-05T14:00:01Z,,98,4h 34m,,9,1d 12h 6m,,156638,0,plus ($0.00)
2026-07-05T14:15:01Z,,97,4h 19m,,9,1d 11h 51m,,157627,989,plus ($0.00)
2026-07-05T14:30:01Z,,97,4h 4m,,9,1d 11h 36m,,157627,0,plus ($0.00)
2026-07-05T14:45:01Z,,96,3h 49m,,9,1d 11h 21m,,158613,986,plus ($0.00)
2026-07-05T15:00:01Z,,,,,,,,158613,0,
2026-07-05T15:15:01Z,,95,3h 19m,,8,1d 10h 51m,,159602,989,plus ($0.00)
2026-07-05T15:30:01Z,,95,3h 4m,,8,1d 10h 36m,,159602,0,plus ($0.00)
2026-07-05T15:45:01Z,,94,2h 49m,,8,1d 10h 21m,,160589,987,plus ($0.00)
2026-07-05T16:00:01Z,,94,2h 34m,,8,1d 10h 6m,,160589,0,plus ($0.00)
2026-07-05T16:15:01Z,,93,2h 19m,,8,1d 9h 51m,,161579,990,plus ($0.00)
2026-07-05T16:30:01Z,,93,2h 4m,,8,1d 9h 36m,,161579,0,plus ($0.00)
2026-07-05T16:45:01Z,,93,1h 49m,,8,1d 9h 21m,,162563,984,plus ($0.00)
2026-07-05T17:00:01Z,,93,1h 34m,,8,1d 9h 6m,,162563,0,plus ($0.00)
2026-07-05T17:15:01Z,,91,1h 19m,,8,1d 8h 51m,,163550,987,plus ($0.00)
2026-07-05T17:30:01Z,,91,1h 4m,,8,1d 8h 36m,,163550,0,plus ($0.00)
2026-07-05T17:45:01Z,,90,49m,,8,1d 8h 21m,,164538,988,plus ($0.00)
2026-07-05T18:00:01Z,,90,34m,,8,1d 8h 6m,,164538,0,plus ($0.00)
2026-07-05T18:15:01Z,,89,19m,,8,1d 7h 51m,,165526,988,plus ($0.00)
2026-07-05T18:30:01Z,,89,4m,,8,1d 7h 36m,,165526,0,plus ($0.00)
2026-07-05T18:45:01Z,,98,4h 49m,,7,1d 7h 21m,,166608,1082,plus ($0.00)
2026-07-05T19:00:01Z,,98,4h 34m,,7,1d 7h 6m,,166608,0,plus ($0.00)
2026-07-05T19:15:01Z,,97,4h 19m,,7,1d 6h 51m,,167583,975,plus ($0.00)
2026-07-05T19:30:01Z,,97,4h 4m,,7,1d 6h 36m,,167583,0,plus ($0.00)
2026-07-05T19:45:01Z,,96,3h 49m,,7,1d 6h 21m,,168570,987,plus ($0.00)
2026-07-05T20:00:01Z,,96,3h 34m,,7,1d 6h 6m,,168570,0,plus ($0.00)
2026-07-05T20:15:01Z,,95,3h 19m,,7,1d 5h 51m,,169545,975,plus ($0.00)
2026-07-05T20:30:01Z,,95,3h 4m,,7,1d 5h 36m,,169545,0,plus ($0.00)
2026-07-05T20:45:01Z,,93,2h 49m,,7,1d 5h 21m,,170534,989,plus ($0.00)
2026-07-05T21:00:01Z,,93,2h 34m,,7,1d 5h 6m,,170534,0,plus ($0.00)
2026-07-05T21:15:01Z,,92,2h 19m,,6,1d 4h 51m,,171520,986,plus ($0.00)
2026-07-05T21:30:01Z,,92,2h 4m,,6,1d 4h 36m,,171520,0,plus ($0.00)
2026-07-05T21:45:01Z,,91,1h 49m,,6,1d 4h 21m,,172509,989,plus ($0.00)
2026-07-05T22:00:01Z,,91,1h 34m,,6,1d 4h 6m,,172509,0,plus ($0.00)
2026-07-05T22:15:01Z,,90,1h 19m,,6,1d 3h 51m,,173507,998,plus ($0.00)
2026-07-05T22:30:01Z,,90,1h 4m,,6,1d 3h 36m,,173507,0,plus ($0.00)
2026-07-05T22:45:01Z,,89,49m,,6,1d 3h 21m,,174495,988,plus ($0.00)
2026-07-05T23:00:01Z,,89,34m,,6,1d 3h 6m,,174495,0,plus ($0.00)
